epoch,train_loss,val_loss,val_eer,val_auc,val_f1,lr,seconds
1,0.2464855053424835,0.20278179081281025,0.21916666666666662,0.856375,0.8510445049954587,0.001,25.44608187675476
2,0.19326616100470226,0.15154553212722144,0.1316666666666667,0.9389166666666666,0.9136343708899606,0.001,10.710416078567505
3,0.1609563351670901,0.1275845615665118,0.10666666666666669,0.9480694444444444,0.9305555555555556,0.001,11.164467096328735
4,0.13641972655057907,0.10406301152706146,0.09166666666666667,0.9594833333333332,0.9408718170047475,0.001,10.72240686416626
5,0.12361262619495392,0.10230857274929682,0.09916666666666663,0.9611416666666668,0.935930735930736,0.001,11.339532136917114
6,0.12140745321909586,0.09236544274290402,0.07666666666666666,0.9707888888888888,0.9502145922746781,0.001,11.002323865890503
7,0.1101944776972135,0.08659878287712733,0.07999999999999996,0.9765833333333335,0.9484536082474226,0.001,11.476314783096313
8,0.10292296155293783,0.0786812645594279,0.07,0.9797333333333333,0.9550706033376123,0.001,10.971529960632324
9,0.09330950969457627,0.07730777339140574,0.054166666666666696,0.9830277777777778,0.9655465759251383,0.001,11.311123847961426
10,0.0929231184720993,0.07407885485390822,0.06,0.985713888888889,0.9611940298507463,0.001,11.019954919815063
11,0.08656021994849046,0.05267542712390423,0.05249999999999999,0.9908388888888889,0.9668367346938775,0.001,11.150569915771484
12,0.08215259378155072,0.05173007796208064,0.0591666666666667,0.9902222222222222,0.9624893435635123,0.001,11.07671594619751
13,0.0769778625369072,0.04666854470719894,0.040000000000000036,0.9922333333333333,0.9746192893401016,0.001,11.199265003204346
14,0.07502511232097944,0.0425986767411232,0.04583333333333328,0.9941,0.9711620016963528,0.001,11.716869831085205
15,0.07242413130402565,0.040121894444028534,0.033333333333333326,0.9947916666666666,0.9789029535864979,0.001,10.7967529296875
16,0.07023388199011485,0.07051439243306716,0.05,0.9901638888888888,0.9668367346938775,0.001,11.473487138748169
17,0.06733142335216204,0.036777035587777694,0.03666666666666667,0.9963472222222222,0.9771959459459459,0.001,10.751152992248535
18,0.06570666199425856,0.048615873989959556,0.035833333333333384,0.9948694444444444,0.977608787494719,0.001,11.364489793777466
19,0.05816378083825111,0.04420168182626367,0.04000000000000001,0.9922777777777778,0.9737510584250635,0.001,10.842473983764648
20,0.06158472941319148,0.04655439769228299,0.03749999999999998,0.990836111111111,0.9763313609467456,0.001,11.301990032196045
21,0.059696855530142784,0.04959277648975452,0.026666666666666672,0.9969055555555555,0.9831649831649831,0.0005,10.676594972610474
22,0.0488255358338356,0.03175317025370896,0.029166666666666674,0.9964,0.9814658803706824,0.0005,11.122733116149902
23,0.044715814421574275,0.027957447294145822,0.026666666666666616,0.9973333333333333,0.9831649831649831,0.0005,10.797348260879517
24,0.04409612948199113,0.0266845331415534,0.02333333333333333,0.9976833333333333,0.9852879361076082,0.0005,11.184119939804077
25,0.04346159581840038,0.027092636435603102,0.02333333333333333,0.9975499999999999,0.9852879361076082,0.0005,11.577919960021973
26,0.042354645549009244,0.02724888874962926,0.02333333333333333,0.9972027777777778,0.9844341607067733,0.0005,12.138855218887329
27,0.03579333015034596,0.029079286228244502,0.026666666666666672,0.9967666666666667,0.9823083403538332,0.0005,10.634686946868896
28,0.04149164481212696,0.0325539948741595,0.03,0.995925,0.9806070826306914,0.00025,11.317543983459473
29,0.03429579528172811,0.022995481034119924,0.020000000000000018,0.998275,0.9874055415617129,0.00025,10.75599193572998
30,0.035271849647164344,0.022357852464231352,0.019166666666666665,0.998163888888889,0.9882451721242653,0.00025,11.268809080123901
31,0.031172669681409994,0.027237469501948604,0.026666666666666672,0.9969138888888889,0.9831649831649831,0.00025,11.01254391670227
32,0.03132383889332414,0.02773972111257414,0.025000000000000022,0.9972861111111111,0.9844341607067733,0.00025,11.378352165222168
33,0.030524136026700337,0.030339222573054332,0.02833333333333332,0.9963194444444444,0.9823083403538332,0.00025,10.96694302558899
34,0.03050394823650519,0.025309301461403567,0.018333333333333313,0.9981277777777777,0.9886697440201426,0.000125,11.181235074996948
35,0.03165051370114088,0.024874025650011997,0.021666666666666612,0.9977138888888889,0.9865546218487395,0.000125,11.252553939819336
36,0.02723991045417885,0.026565916508125762,0.025000000000000022,0.9977944444444444,0.9844341607067733,0.000125,10.819486856460571
37,0.027590459566563367,0.02348536980493615,0.020000000000000004,0.9979916666666666,0.9874055415617129,0.000125,11.152090072631836
38,0.028110769901424647,0.0224860150233532,0.020000000000000004,0.9983222222222222,0.9869802603947921,6.25e-05,10.844136953353882
39,0.02818129600336154,0.023670282404404133,0.02333333333333333,0.9980055555555556,0.9852879361076082,6.25e-05,11.180350065231323
40,0.025598434096202254,0.02562894756393507,0.02416666666666667,0.9976833333333334,0.9848612279226241,6.25e-05,10.854188203811646
