epoch,train_loss,val_loss,val_eer,val_auc,val_f1,lr,seconds
1,0.2359494642416636,0.17207524295647939,0.15333333333333332,0.9127277777777778,0.8983200707338639,0.001,25.075605154037476
2,0.14947849492232004,0.09862887318929037,0.08999999999999997,0.9640638888888888,0.9417852522639069,0.001,10.277209997177124
3,0.09998480558395385,0.06379549347360929,0.05,0.9901333333333333,0.9681528662420382,0.001,10.327975273132324
4,0.07231003295878569,0.051286350478728614,0.04500000000000004,0.9918111111111112,0.9715981348028826,0.001,10.343300104141235
5,0.06484907994170984,0.04520311110466719,0.05,0.993525,0.96902842596521,0.001,9.956637859344482
6,0.05086508103708426,0.04114312624310454,0.02749999999999997,0.9965416666666667,0.9827368421052631,0.001,10.411540985107422
7,0.04480133722225825,0.020876021665831405,0.013333333333333336,0.9991861111111111,0.9912023460410557,0.001,9.918047904968262
8,0.037930508849521476,0.02234321871524056,0.016666666666666663,0.9990749999999999,0.9890939597315436,0.001,10.671167135238647
9,0.03392920639614264,0.026927008796483277,0.023333333333333317,0.9978194444444445,0.9852879361076082,0.001,9.888339042663574
10,0.03327161520843704,0.01892829017341137,0.016666666666666663,0.999,0.9890939597315436,0.001,10.383259057998657
11,0.031126650270074607,0.016862502618692814,0.015000000000000013,0.9991777777777778,0.9907795473595976,0.001,10.075995922088623
12,0.024290514960264166,0.014104899141937494,0.010833333333333361,0.9995194444444444,0.9933054393305439,0.001,10.157292127609253
13,0.023360377995918193,0.023627696761861442,0.02333333333333333,0.9980916666666667,0.9844341607067733,0.001,10.252495050430298
14,0.028398810477927326,0.012021501944710812,0.010000000000000009,0.9996055555555555,0.9937264742785445,0.001,10.261272192001343
15,0.023388079513640452,0.008038549853488803,0.006666666666666668,0.9999055555555556,0.9958228905597326,0.001,10.171519041061401
16,0.02369790656554202,0.01565003881479303,0.01749999999999996,0.9991222222222222,0.9890939597315436,0.001,10.650639295578003
17,0.018353600205853582,0.014031120840925723,0.013333333333333336,0.9992777777777778,0.9916247906197655,0.001,9.906861066818237
18,0.02313172835484147,0.014496642276334265,0.012499999999999956,0.9994944444444444,0.992462311557789,0.001,10.517056703567505
19,0.019444065431132914,0.010520068675279617,0.005833333333333357,0.9998694444444444,0.9966583124477861,0.0005,10.209376096725464
20,0.01349552414380014,0.008047197897918522,0.004166666666666652,0.9998666666666667,0.9974958263772955,0.0005,10.541159868240356
21,0.013807463024742901,0.005978296387474984,0.0024999999999999467,0.9999583333333333,0.9983319432860718,0.0005,10.162296056747437
22,0.011691343458369374,0.006665009393356741,0.003333333333333334,0.9998888888888889,0.9979140592407175,0.0005,10.628319025039673
23,0.009779501491691918,0.007177136854656661,0.006666666666666668,0.9999194444444445,0.9958228905597326,0.0005,10.041752815246582
24,0.007881128106576702,0.0055647995981853455,0.003333333333333334,0.9999555555555555,0.9979140592407175,0.0005,10.317541122436523
25,0.009598270818435898,0.008111215627752244,0.006666666666666667,0.9998722222222223,0.9954032595068951,0.0005,10.399876117706299
26,0.010504989685180287,0.0064278628073322274,0.0050000000000000044,0.99995,0.9970772442588727,0.0005,10.3524169921875
27,0.012387577308962743,0.0072162735707437,0.006666666666666668,0.9999083333333333,0.994142259414226,0.0005,10.124184846878052
28,0.008174645726103335,0.0075043283763031165,0.006666666666666668,0.9998583333333334,0.9958228905597326,0.00025,10.810950994491577
29,0.007557821611330534,0.005342704906710424,0.004166666666666652,0.9999416666666667,0.9974958263772955,0.00025,10.73758602142334
