epoch,train_loss,val_loss,val_eer,val_auc,val_f1,lr,seconds
1,0.23454042424758276,0.16075995294253032,0.12416666666666665,0.9264416666666666,0.9187062937062938,0.001,26.26120114326477
2,0.15154144952694576,0.1065922385553519,0.08000000000000002,0.9577805555555555,0.9484536082474226,0.001,11.719091892242432
3,0.10251199434200922,0.07851475867629051,0.07416666666666671,0.9780111111111112,0.9524217745392198,0.001,11.594579219818115
4,0.08034869983792305,0.06266146432360013,0.06000000000000005,0.9840194444444443,0.9616368286445013,0.001,11.448183059692383
5,0.06625840620696545,0.03883450654149055,0.03,0.9958277777777778,0.9810366624525917,0.001,11.335461854934692
6,0.05386801269153754,0.034305795164157944,0.026666666666666672,0.9972138888888888,0.9831649831649831,0.001,11.30673885345459
7,0.05194285759826501,0.02896018386259675,0.023333333333333317,0.9981777777777778,0.9852879361076082,0.001,11.297876834869385
8,0.036945184151331585,0.02822269623229901,0.026666666666666672,0.9977611111111111,0.9835927639882205,0.001,12.257221221923828
9,0.03673258884002765,0.01772820595279336,0.008333333333333304,0.9996361111111112,0.9949832775919732,0.001,13.358054876327515
10,0.03276049184054136,0.03540899432450533,0.03333333333333333,0.9946888888888888,0.9784719290840017,0.001,13.239135980606079
11,0.025295818153768777,0.022842208338280517,0.015833333333333366,0.9992277777777778,0.990356394129979,0.001,13.080711364746094
12,0.03177737023433049,0.032808275138959286,0.020000000000000004,0.998475,0.9874055415617129,0.001,13.30763578414917
13,0.02936665995667378,0.036991920121635,0.03,0.9972083333333334,0.9810366624525917,0.0005,13.155927896499634
14,0.01847397188656032,0.015420077706997593,0.011666666666666714,0.9996111111111111,0.9928840519045625,0.0005,13.206058025360107
15,0.015333258495666087,0.008971389490334937,0.006666666666666668,0.9998277777777778,0.9962421711899792,0.0005,13.601736068725586
16,0.013097154224912326,0.01010097578074783,0.008333333333333304,0.9997305555555556,0.9949832775919732,0.0005,13.491672039031982
17,0.01651130649012824,0.008080861444429805,0.0050000000000000044,0.9999,0.9970772442588727,0.0005,13.366098165512085
18,0.014421430750129123,0.008114237420416127,0.003333333333333334,0.9999083333333333,0.9979140592407175,0.0005,13.229866027832031
19,0.012129137833913168,0.007900626385739695,0.005833333333333357,0.999875,0.9966583124477861,0.0005,13.398068904876709
20,0.01375772813676546,0.008090191294051086,0.006666666666666668,0.9998916666666667,0.9958228905597326,0.0005,13.438746213912964
21,0.014181940498761833,0.009459624013397843,0.007499999999999951,0.9997333333333334,0.9954032595068951,0.0005,13.335442066192627
22,0.014976203124970198,0.009942308696064477,0.006666666666666668,0.9998222222222222,0.9954032595068951,0.0005,13.367338180541992
23,0.01164759386020402,0.006834211751197776,0.005833333333333357,0.9999083333333333,0.9966583124477861,0.0005,13.432808876037598
24,0.01351577231908838,0.005631542776556065,0.004166666666666652,0.99995,0.9974958263772955,0.0005,13.621818780899048
25,0.013285520610089103,0.01189799434877932,0.006666666666666667,0.9998138888888889,0.9958228905597326,0.0005,13.286437749862671
26,0.010107412444427609,0.008341663902315001,0.006666666666666668,0.9998277777777779,0.9962421711899792,0.0005,13.331704139709473
