model,condition,seed,val_eer,seen_eer,unseen_eer,gap,eer_G01,eer_G02,eer_G03,eer_G04,eer_G05,eer_G06,eer_G07
logmel_cnn,baseline,1,0.003333333333333334,0.02416666666666667,0.07666666666666666,0.05249999999999999,0.020000000000000004,0.020000000000000018,0.03,0.030000000000000027,0.06000000000000005,0.09,0.08666666666666667
logmel_cnn,baseline,2,0.006666666666666668,0.043333333333333335,0.10666666666666669,0.06333333333333335,0.03666666666666667,0.043333333333333335,0.043333333333333335,0.043333333333333335,0.07666666666666666,0.13,0.11333333333333334
logmel_cnn,baseline,3,0.0024999999999999467,0.020000000000000004,0.08666666666666667,0.06666666666666667,0.010000000000000002,0.020000000000000018,0.02333333333333333,0.020000000000000004,0.07,0.09666666666666668,0.08999999999999997
logmel_cnn,augmented,1,0.019166666666666665,0.05166666666666664,0.18333333333333335,0.1316666666666667,0.020000000000000004,0.036666666666666625,0.07333333333333333,0.04666666666666666,0.22666666666666668,0.16000000000000003,0.14
logmel_cnn,augmented,2,0.018333333333333313,0.04666666666666666,0.18666666666666665,0.13999999999999999,0.036666666666666625,0.036666666666666625,0.07999999999999996,0.043333333333333335,0.21999999999999997,0.16333333333333333,0.1166666666666667
logmel_cnn,augmented,3,0.015833333333333366,0.06333333333333335,0.2,0.13666666666666666,0.046666666666666634,0.050000000000000044,0.09333333333333332,0.053333333333333344,0.24333333333333335,0.17000000000000004,0.1433333333333333
